48.12,91.62,99.86,97.7,91.5,96.23,98.17,93.99,96.64,93.51,97.53,95.48,92.46,95.83,92.26,95.02,96.43,102.7,105.66
95.77,105.6,107.78,109.62,108.19,112.55,114.48,113.23,111.16,112.07,111.4,111.84,113.59,110.05,112.89,110.73,113.16,115.43,121.2
92.28,108.47,106.7,107.08,111.59,112.5,106.15,104.11,108.96,107.69,111.95,111.02,111.02,113.81,113.98,111.25,119.34,118.56,113.24
87.34,101.38,105.0,105.07,102.95,104.3,104.01,106.13,105.03,106.93,108.91,108.87,109.61,112.08,115.74,112.49,117.53,122.58,110.89
87.63,102.72,101.89,104.66,105.2,105.0,104.43,105.6,109.46,109.34,109.76,109.14,47.25,114.7,114.0,117.64,116.35,122.28,103.44
87.51,102.0,102.58,106.09,105.63,42.06,104.79,107.99,107.22,109.08,112.91,114.14,107.17,113.13,117.6,243.56,118.98,117.17,95.04
90.05,103.53,103.12,102.44,105.9,107.94,110.13,114.2,113.5,111.39,115.72,116.59,117.7,122.57,122.06,117.84,121.33,119.01,89.43
88.46,100.66,102.25,100.18,101.41,103.4,102.59,103.29,106.98,107.59,107.46,108.39,110.45,116.08,117.98,119.92,118.83,115.35,97.53
86.25,99.07,100.64,43.32,99.59,102.7,104.2,105.16,108.12,107.73,109.35,108.97,110.58,111.63,114.05,115.28,112.6,106.3,87.99
87.44,101.0,103.4,101.53,104.38,105.2,107.6,108.13,107.64,229.81,110.37,113.02,114.85,115.33,118.69,117.65,116.57,114.31,88.11
92.02,103.41,105.44,109.42,110.2,110.75,108.15,111.32,113.63,110.05,113.02,116.44,119.25,117.59,117.47,119.41,118.59,116.44,92.33
91.45,105.42,109.42,111.16,113.17,113.67,42.78,113.92,115.49,115.74,114.62,116.7,117.1,118.85,119.13,120.98,121.57,120.1,102.38
89.72,104.0,105.31,108.06,110.03,111.24,109.34,112.84,113.51,113.16,112.39,114.55,115.93,116.28,115.81,116.26,117.77,116.74,93.32
89.63,105.4,105.62,107.1,244.97,109.09,109.22,110.13,111.15,116.49,114.47,117.34,119.57,120.9,121.71,41.32,122.56,121.26,103.67
87.4,101.6,104.99,104.97,102.9,106.3,107.62,107.6,108.21,238.08,110.38,114.05,115.94,116.99,118.05,117.28,121.23,119.81,102.01
86.76,96.54,103.42,104.95,105.77,105.59,107.51,108.67,108.11,107.9,105.39,106.24,111.15,112.79,113.66,112.3,113.06,110.27,100.0
93.02,101.0,105.55,105.99,106.88,106.54,109.35,106.0,107.34,106.43,106.59,107.83,235.33,109.79,108.15,110.36,109.0,110.28,100.14
88.49,100.29,103.22,104.32,105.08,106.01,108.42,107.52,107.57,107.31,107.68,106.91,109.51,111.17,112.4,114.06,114.01,113.94,108.45
60.25,90.36,91.95,103.72,97.84,96.6,92.12,92.05,89.41,91.85,92.2,96.16,98.72,97.25,104.11,109.32,109.53,112.64,103.8
