B,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,U,W,W
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,W,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,W,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,B,B,B,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,B,U,B,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,B,B,B,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,W,W,W,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,W,U,W,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,W,W,W,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
B,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U
